window,CAAR_pct,CI_lo,CI_hi,n,pct_pos,BMP_t
"[-10,+10]",1.9967436643010432,0.04798974578242041,3.938319421448825,153,52.94117647058824,
"[+0,+1]",2.124158445722933,1.2908358164726403,2.9952109550448927,153,61.43790849673203,5.149534146211407
"[+2,+20]",-0.747507767656892,-2.4807506128244743,0.9677767435337938,153,43.790849673202615,
"[+2,+60]",-0.6255751062436111,-3.8806776479840828,2.662089965194634,153,44.44444444444444,
