,CLOSE_PRICE
20MICRONS,216.05
21STCENMGM,46.04
360ONE,1079.1
3IINFOLTD,17.27
3MINDIA,35885.0
3PLAND,42.02
5PAISA,309.05
63MOONS,791.75
A2ZINFRA,16.9
AAATECH,94.4
AADHARHFC,509.2
AAKASH,9.04
AAREYDRUGS,98.17
AARON,198.61
AARTECH,54.51
AARTIDRUGS,503.6
AARTIIND,385.1
AARTIPHARM,844.6
AARTISURF,462.4
AARVI,119.34
AAVAS,1641.3
ABAN,38.54
ABB,5244.0
ABBOTINDIA,29360.0
ABCAPITAL,331.45
ABCOTS,422.5
ABDL,672.05
ABFRL,84.12
ABGSEC,111.04
ABINFRA,19.48
ABLBL,137.13
ABMINTLLTD,51.0
ABREL,1858.1
ABSLAMC,780.2
ABSLBANETF,59.15
ABSLLIQUID,999.99
ABSLNN50ET,73.44
ABSLPSE,10.24
ACC,1832.6
ACCELYA,1386.5
ACCURACY,6.6
ACE,1097.4
ACEINTEG,23.65
ACI,649.7
ACL,72.42
ACLGATI,66.24
ACMESOLAR,273.8
ACUTAAS,1834.3
ADANIENSOL,985.9
ADANIENT,2419.8
ADANIGREEN,1086.4
ADANIPORTS,1444.4
ADANIPOWER,158.39
ADFFOODS,220.24
ADL,84.44
ADOR,1079.8
ADROITINFO,11.54
ADSL,176.27
ADVANCE,130.05
ADVANIHOTR,58.36
ADVENZYMES,313.95
AEGISLOG,763.0
AEGISVOPAK,274.3
AEROENTER,86.11
AEROFLEX,182.82
AERONEU,79.88
AETHER,757.4
AFCONS,444.95
AFFLE,1832.8
AFFORDABLE,250.7
AFIL,7.74
AFSL,201.26
AGARIND,841.2
AGARWALEYE,515.1
AGI,816.85
AGIIL,265.9
AGRITECH,130.76
AGROPHOS,42.7
AGSTRA,4.13
AHCL,139.27
AHLADA,59.55
AHLEAST,144.01
AHLUCONT,916.8
AIAENG,3333.5
AIIL,2867.8
AIRAN,23.0
AIROLAM,105.12
AJANTPHARM,2610.7
AJAXENGG,598.1
AJMERA,1051.6
AJOONI,5.05
AKASH,28.57
AKG,13.43
AKI,8.02
AKSHAR,0.59
AKSHARCHEM,262.0
AKSHOPTFBR,7.5
AKUMS,471.1
AKZOINDIA,3239.6
ALANKIT,11.93
ALBERTDAVD,877.45
ALEMBICLTD,102.33
ALICON,966.55
ALIVUS,903.95
ALKALI,88.83
ALKEM,5664.0
ALKYLAMINE,1831.4
ALLCARGO,35.16
ALLDIGI,882.45
ALLTIME,308.75
ALMONDZ,17.89
ALOKINDS,17.5
ALPA,89.26
ALPHA,48.88
ALPHAETF,25.26
ALPHAGEO,252.3
ALPL30IETF,27.67
ALPSINDUS,1.92
AMANTA,122.52
AMBER,7797.5
AMBICAAGAR,25.2
AMBIKCO,1332.1
AMBUJACEM,567.4
AMDIND,56.04
AMJLAND,52.37
AMNPLST,213.15
AMRUTANJAN,715.9
ANANDRATHI,3119.6
ANANTRAJ,645.45
ANDHRAPAP,77.57
ANDHRSUGAR,76.77
ANGELONE,2518.4
ANIKINDS,75.37
ANKITMETAL,1.72
ANMOL,16.06
ANSALAPI,4.17
ANTELOPUS,554.75
ANTGRAPHIC,1.01
ANTHEM,702.25
ANUHPHR,88.14
ANUP,2328.3
ANURAS,1075.0
AONEGOLD,11.28
AONELIQUID,1032.91
AONENIFTY,10.48
AONETOTAL,12.01
APARINDS,8338.5
APCL,125.85
APCOTEXIND,354.9
APEX,236.16
APLAPOLLO,1779.2
APLLTD,960.7
APOLLO,277.9
APOLLOHOSP,7810.5
APOLLOPIPE,301.3
APOLLOTYRE,522.35
APOLSINHOT,1298.4
APTECHT,108.16
APTUS,294.45
ARCHIDPLY,97.15
ARCHIES,19.9
ARE&M,990.1
ARENTERP,46.68
ARFIN,54.56
ARIES,373.7
ARIHANTCAP,100.72
ARIHANTSUP,422.0
ARISINFRA,165.4
ARKADE,170.48
ARMANFIN,1619.6
AROGRANITE,36.18
ARROWGREEN,586.4
ARSHIYA,1.79
ARSSBL,537.3
ARTEMISMED,245.13
ARTNIRMAN,54.32
ARVEE,159.8
ARVIND,316.45
ARVINDFASN,548.25
ARVSMART,617.25
ASAHIINDIA,956.75
ASAHISONG,278.6
ASAL,533.85
ASALCBR,1193.6
