,CLOSE_PRICE
20MICRONS,144.6
21STCENMGM,47.1
360ONE,708.45
3IINFOLTD,43.2
3MINDIA,30843.2
3PLAND,28.85
5PAISA,509.5
63MOONS,403.7
A2ZINFRA,13.8
AAATECH,90.7
AAKASH,9.8
AAREYDRUGS,41.35
AARON,260.65
AARTECH,155.5
AARTIDRUGS,459.25
AARTIIND,646.85
AARTIPHARM,448.6
AARTISURF,603.7
AARVEEDEN,26.85
AARVI,123.4
AAVAS,1379.05
ABAN,62.35
ABB,5718.0
ABBOTINDIA,26993.7
ABCAPITAL,183.7
ABFRL,213.35
ABMINTLLTD,48.7
ABSLAMC,504.95
ABSLBANETF,47.79
ABSLLIQUID,1000.0
ABSLNN50ET,61.41
ACC,2561.6
ACCELYA,1705.1
ACCURACY,9.95
ACE,1265.0
ACEINTEG,32.25
ACI,639.15
ACL,83.1
ACLGATI,105.1
ADANIENSOL,1037.25
ADANIENT,3122.5
ADANIGREEN,1897.1
ADANIPORTS,1301.3
ADANIPOWER,556.1
ADFFOODS,193.75
ADL,84.75
ADORWELD,1433.55
ADROITINFO,16.85
ADSL,146.7
ADVANIHOTR,160.65
ADVENZYMES,351.8
AEGISCHEM,399.9
AEROFLEX,125.75
AETHER,803.4
AFFLE,1048.1
AGARIND,842.9
AGI,777.95
AGRITECH,175.3
AGROPHOS,40.4
AGSTRA,70.75
AHL,287.4
AHLADA,101.95
AHLEAST,154.25
AHLUCONT,1081.4
AIAENG,3694.9
AIRAN,24.35
AIROLAM,158.1
AJANTPHARM,2108.15
AJMERA,658.35
AJOONI,5.5
AKASH,34.35
AKG,20.15
AKI,21.1
AKSHAR,3.15
AKSHARCHEM,290.0
AKSHOPTFBR,9.15
AKZOINDIA,2391.8
ALANKIT,17.55
ALBERTDAVD,1116.9
ALEMBICLTD,87.6
ALICON,851.35
ALKALI,105.05
ALKEM,5056.8
ALKYLAMINE,2040.05
ALLCARGO,75.85
ALLSEC,728.3
ALMONDZ,106.0
ALOKINDS,28.55
ALPA,88.7
ALPHAETF,23.39
ALPHAGEO,326.7
ALPL30IETF,266.65
ALPSINDUS,2.0
AMBER,3628.15
AMBICAAGAR,29.5
AMBIKCO,1507.2
AMBUJACEM,587.55
AMDIND,55.5
AMIORG,1070.5
AMJLAND,36.2
AMNPLST,160.55
AMRUTANJAN,624.6
ANANDRATHI,3922.15
ANANTRAJ,318.95
ANDHRAPAP,507.15
ANDHRSUGAR,102.35
ANGELONE,2526.1
ANIKINDS,44.8
ANKITMETAL,3.85
ANMOL,50.9
ANTGRAPHIC,1.85
ANUP,2720.85
ANURAS,932.9
APARINDS,6074.35
APCL,197.65
APCOTEXIND,426.65
APEX,202.4
APLAPOLLO,1592.6
APLLTD,980.35
APOLLO,108.75
APOLLOHOSP,6144.8
APOLLOPIPE,668.7
APOLLOTYRE,507.1
APOLSINHOT,1772.9
APTECHT,227.05
APTUS,333.2
ARCHIDPLY,84.6
ARCHIES,33.0
ARE&M,841.1
ARENTERP,40.95
ARIES,256.2
ARIHANTCAP,55.45
ARIHANTSUP,290.35
ARMANFIN,1844.3
AROGRANITE,48.7
ARROWGREEN,376.4
ARSHIYA,8.2
ARSSINFRA,22.0
ARTEMISMED,152.6
ARTNIRMAN,67.3
ARVEE,130.55
ARVIND,256.3
ARVINDFASN,443.25
ARVSMART,548.15
ASAHIINDIA,517.65
ASAHISONG,318.4
ASAL,601.75
ASALCBR,500.4
ASHAPURMIN,338.35
ASHIANA,292.8
ASHIMASYN,20.25
ASHOKA,155.6
ASHOKAMET,23.3
ASHOKLEY,167.3
ASIANENE,263.6
ASIANHOTNR,116.35
ASIANPAINT,2876.15
ASIANTILES,56.75
ASKAUTOLTD,262.65
ASMS,19.8
ASPINWALL,248.1
ASTEC,1019.35
ASTERDM,420.9
ASTRAL,2044.35
ASTRAMICRO,577.65
ASTRAZEN,5170.25
ASTRON,24.8
ATALREAL,16.3
ATAM,152.35
ATFL,683.7
ATGL,965.1
ATL,56.9
ATLANTAA,20.35
ATUL,6057.65
ATULAUTO,530.0
AUBANK,576.05
AURIONPRO,1974.3
AUROPHARMA,1044.7
AURUM,139.5
AUSOMENT,76.15
AUTOAXLES,1842.55
AUTOBEES,212.2
AUTOIETF,21.23
AUTOIND,125.55
AVADHSUGAR,595.0
AVALON,520.1
AVANTIFEED,506.3
