,CLOSE_PRICE
20MICRONS,140.1
21STCENMGM,19.65
360ONE,501.4
3IINFOLTD,41.9
3MINDIA,31376.65
3PLAND,25.2
5PAISA,424.85
63MOONS,275.5
A2ZINFRA,9.7
AAATECH,57.2
AAKASH,5.95
AAREYDRUGS,47.2
AARON,259.7
AARTECH,169.25
AARTIDRUGS,532.55
AARTIIND,490.75
AARTIPHARM,449.7
AARTISURF,632.5
AARVEEDEN,23.7
AARVI,124.9
AAVAS,1799.05
ABAN,47.4
ABB,4091.95
ABBOTINDIA,23121.8
ABCAPITAL,180.7
ABFRL,215.95
ABMINTLLTD,35.3
ABSLAMC,438.05
ABSLBANETF,44.85
ABSLLIQUID,1000.01
ABSLNN50ET,46.66
ACC,2034.9
ACCELYA,1675.8
ACCURACY,8.25
ACE,674.05
ACEINTEG,35.0
ACI,609.2
ACL,96.15
ADANIENSOL,807.75
ADANIENT,2387.25
ADANIGREEN,973.95
ADANIPORTS,831.4
ADANIPOWER,366.7
ADFFOODS,211.35
ADL,77.1
ADORWELD,1105.15
ADROITINFO,23.85
ADSL,128.6
ADVANIHOTR,91.85
ADVENZYMES,317.25
AEGISCHEM,328.95
AEROFLEX,151.5
AETHER,969.15
AFFLE,1115.0
AGARIND,886.5
AGI,911.7
AGRITECH,186.6
AGROPHOS,39.15
AGSTRA,63.35
AHL,344.5
AHLADA,101.6
AHLEAST,133.65
AHLUCONT,691.3
AIAENG,3533.4
AIRAN,24.9
AIROLAM,113.55
AJANTPHARM,1791.8
AJMERA,381.05
AJOONI,4.55
AJRINFRA,0.7
AKASH,30.25
AKG,23.7
AKI,11.1
AKSHAR,6.3
AKSHARCHEM,282.95
AKSHOPTFBR,11.65
AKZOINDIA,2503.55
ALANKIT,10.9
ALBERTDAVD,779.2
ALEMBICLTD,77.85
ALICON,859.85
ALKALI,113.1
ALKEM,3573.55
ALKYLAMINE,2284.45
ALLCARGO,268.8
ALLSEC,609.05
ALMONDZ,86.45
ALOKINDS,18.8
ALPA,73.55
ALPHAGEO,293.5
ALPSINDUS,2.4
AMARAJABAT,643.3
AMBER,2934.15
AMBICAAGAR,32.05
AMBIKCO,1509.35
AMBUJACEM,432.2
AMDIND,55.35
AMIORG,1227.5
AMJLAND,31.5
AMRUTANJAN,610.95
ANANDRATHI,1735.95
ANANTRAJ,221.8
ANDHRAPAP,594.1
ANDHRSUGAR,118.55
ANDREWYU,34.8
ANGELONE,1840.25
ANIKINDS,38.15
ANKITMETAL,5.3
ANMOL,42.6
ANTGRAPHIC,0.8
ANUP,1962.35
ANURAS,879.2
APARINDS,5496.1
APCL,184.8
APCOTEXIND,504.7
APEX,224.2
APLAPOLLO,1640.35
APLLTD,790.75
APOLLO,59.2
APOLLOHOSP,5118.95
APOLLOPIPE,705.6
APOLLOTYRE,371.9
APOLSINHOT,1520.0
APTECHT,278.65
APTUS,297.5
ARCHIDPLY,68.7
ARCHIES,25.25
ARENTERP,43.95
ARIES,176.75
ARIHANTCAP,70.8
ARIHANTSUP,187.7
ARMANFIN,2180.05
AROGRANITE,57.45
ARROWGREEN,373.45
ARSHIYA,4.35
ARSSINFRA,19.7
ARTEMISMED,153.2
ARTNIRMAN,51.0
ARVEE,109.5
ARVIND,185.6
ARVINDFASN,323.7
ARVSMART,349.75
ASAHIINDIA,627.95
ASAHISONG,250.9
ASAL,420.15
ASALCBR,467.7
ASHAPURMIN,301.0
ASHIANA,207.7
ASHIMASYN,15.05
ASHOKA,121.2
ASHOKAMET,19.3
ASHOKLEY,177.6
ASIANENE,186.2
ASIANHOTNR,142.4
ASIANPAINT,3166.85
ASIANTILES,63.1
ASMS,11.2
ASPINWALL,261.25
ASTEC,1309.25
ASTERDM,338.8
ASTRAL,1889.4
ASTRAMICRO,435.8
ASTRAZEN,4531.65
ASTRON,34.15
ATALREAL,78.7
ATAM,177.9
ATFL,822.4
ATGL,610.75
ATL,34.5
ATLANTA,14.15
ATUL,6981.85
ATULAUTO,600.65
AUBANK,704.8
AURIONPRO,1267.0
AUROPHARMA,908.65
AURUM,123.2
AUSOMENT,77.1
AUTOAXLES,2229.65
AUTOBEES,162.56
AUTOIND,103.4
AVADHSUGAR,679.1
AVALON,595.05
AVANTIFEED,442.95
AVG,285.25
AVONMORE,71.55
AVROIND,114.2
AVTNPL,82.25
AWHCL,385.45
AWL,333.4
AXISBANK,1041.05
AXISBNKETF,451.45
AXISBPSETF,11.21
AXISCADES,518.3
AXISCETF,85.81
AXISGOLD,48.76
AXISHCETF,98.05
AXISILVER,70.09
AXISNIFTY,209.22
AXISTECETF,331.09
AXITA,26.9
AXSENSEX,66.07
AYMSYNTEX,68.25
BAFNAPH,87.7
BAGFILMS,5.4
BAIDFIN,32.95
BAJAJ-AUTO,5016.45
BAJAJCON,232.3
BAJAJELEC,1091.8
BAJAJFINSV,1561.05
BAJAJHCARE,490.4
BAJAJHIND,25.7
BAJAJHLDNG,7014.25
BAJFINANCE,7967.6
BALAJITELE,70.2
BALAMINES,2176.6
BALAXI,441.05
BALKRISHNA,28.6
BALKRISIND,2518.2
BALMLAWRIE,152.2
BALPHARMA,95.2
BALRAMCHIN,431.0
BANARBEADS,91.1
BANARISUG,2584.6
BANCOINDIA,506.9
BANDHANBNK,253.8
BANG,50.8
BANKA,73.5
BANKBARODA,217.85
BANKBEES,452.07
BANKETF,444.0
BANKINDIA,112.8
BANSWRAS,153.3
BARBEQUE,733.35
BASF,2585.15
BASML,47.7
BATAINDIA,1618.6
BAYERCROP,5421.4
BBETF0432,1087.77
BBL,3653.45
BBOX,197.0
BBTC,1237.0
BBTCL,253.05
BCG,18.95
BCLIND,515.1
BCONCEPTS,493.4
BDL,1021.2
BEARDSELL,35.05
BECTORFOOD,1045.1
BEDMUTHA,125.7
BEL,139.2
BEML,2310.8
BEPL,87.45
BERGEPAINT,561.5
BFINVEST,513.95
BFSI,20.06
BFUTILITIE,624.25
BGLOBAL,2.35
BGRENERGY,70.95
BHAGCHEM,1304.0
BHAGERIA,163.4
BHAGYANGR,70.25
BHANDA-RE,1.9
BHANDARI,6.2
BHARATFORG,1083.7
BHARATGEAR,121.95
BHARATRAS,9307.7
BHARATWIRE,268.5
BHARTIARTL,925.3
BHEL,131.15
BIGBLOC,167.9
BIKAJI,487.8
BIL,212.0
BINANIIND,15.9
BIOCON,272.7
BIOFILCHEM,48.65
BIRLACABLE,324.5
BIRLACORPN,1262.7
BIRLAMONEY,79.5
BIRLATYRE,4.45
BKMINDST,0.7
BLAL,162.9
BLBLIMITED,22.95
BLISSGVS,90.4
BLKASHYAP,63.0
BLS,249.55
BLUECHIP,1.45
BLUEDART,6809.7
BLUESTARCO,885.4
BODALCHEM,81.95
BOHRAIND,50.75
BOMDYEING,142.6
BOROLTD,395.35
BORORENEW,422.55
BOSCHLTD,18762.85
BPCL,341.35
BPL,82.35
BRIGADE,581.3
BRITANNIA,4495.45
BRNL,40.8
BROOKS,90.5
BSE,1297.85
BSHSL,242.05
BSL,183.95
BSLGOLDETF,50.95
BSLNIFTY,22.17
BSLSENETFG,63.48
BSOFT,496.85
BTML,141.3
BURNPUR,5.0
BUTTERFLY,1238.3
BVCL,40.0
BYKE,44.65
CALSOFT,14.2
CAMLINFINE,162.65
CAMPUS,292.55
CAMS,2517.45
CANBK,384.45
CANFINHOME,765.35
CANTABIL,1156.3
CAPACITE,209.05
CAPLIPOINT,1050.1
CAPTRUST,99.4
CARBORUNIV,1169.8
CAREERP,191.45
CARERATING,875.8
CARTRADE,584.8
CARYSIL,635.9
CASTROLIND,137.8
CCHHL,9.45
CCL,660.8
CDSL,1337.0
CEATLTD,2143.75
CELEBRITY,18.1
CENTENKA,420.6
CENTEXT,16.95
CENTRALBK,52.5
CENTRUM,23.7
CENTUM,1475.6
CENTURYPLY,641.35
CENTURYTEX,1113.45
CERA,8532.1
CEREBRAINT,5.7
CESC,91.0
CGCL,783.1
CGPOWER,444.35
CHALET,566.9
CHAMBLFERT,275.6
CHEMBOND,375.45
CHEMCON,281.05
CHEMFAB,365.15
CHEMPLASTS,489.05
CHENNPETRO,502.55
CHEVIOT,1153.15
CHOICEIN,421.8
CHOLAFIN,1253.8
CHOLAHLDNG,1133.55
CIEINDIA,475.85
CIGNITITEC,789.35
CINELINE,118.65
CINEVISTA,14.9
CIPLA,1182.8
CLEAN,1407.85
CLEDUCATE,70.15
CLSEL,232.45
CMICABLES,6.15
CMSINFO,349.7
COALINDIA,291.9
COASTCORP,261.95
COCHINSHIP,1069.0
COFFEEDAY,49.85
COFORGE,5106.6
COLPAL,1978.4
COMPINFO,12.4
COMPUSOFT,22.5
CONCOR,713.2
CONCORDBIO,1075.85
CONFIPET,89.6
CONSOFINVT,146.55
CONSUMBEES,92.6
CONTROLPR,745.9
CORALFINAC,40.25
CORDSCABLE,114.65
COROMANDEL,1146.4
COSMOFIRST,671.4
COUNCODOS,4.1
CPSEETF,52.88
CRAFTSMAN,4649.25
CREATIVE,521.8
CREATIVEYE,3.8
CREDITACC,1331.95
CREST,236.3
CRISIL,3906.2
CROMPTON,304.5
CROWN,60.3
CSBBANK,353.85
CSLFINANCE,349.05
CTE,60.15
CUB,126.2
CUBEXTUB,46.4
CUMMINSIND,1678.65
CUPID,413.2
CYBERMEDIA,18.3
CYBERTECH,137.4
CYIENT,1700.65
CYIENTDLM,685.7
DAAWAT,167.3
DABUR,553.6
DALBHARAT,2372.05
DALMIASUG,438.4
DAMODARIND,48.75
DANGEE,9.75
DATAMATICS,586.85
DATAPATTNS,2125.3
DBCORP,272.85
DBL,306.75
DBOL,173.0
DBREALTY,163.0
DBSTOCKBRO,28.95
DCAL,163.45
DCBBANK,124.2
DCI,183.95
DCM,90.15
DCMFINSERV,4.55
DCMNVL,168.4
DCMSHRIRAM,1088.6
DCMSRIND,144.0
DCW,56.45
DCXINDIA,305.1
DECCANCE,534.5
DEEPAKFERT,650.75
DEEPAKNTR,2119.5
DEEPENR,153.0
DEEPINDS,282.9
DELHIVERY,412.5
DELPHIFX,386.2
DELTACORP,136.85
DELTAMAGNT,87.8
DEN,53.2
DENORA,1574.4
DEVIT,138.05
DEVYANI,218.75
DGCONTENT,20.45
DHAMPURSUG,301.1
DHANBANK,32.2
DHANI,41.6
DHANUKA,855.85
DHARMAJ,207.85
DHRUV,60.2
DHUNINV,767.75
DIACABS,35.9
DIAMINESQ,529.8
DIAMONDYD,839.3
DICIND,439.15
DIGISPICE,35.1
DIGJAMLMTD,87.2
DIL,9.65
DISHTV,18.15
DIVGIITTS,1038.45
DIVISLAB,3724.45
DIVOPPBEES,57.9
DIXON,5297.45
DJML,149.25
DLF,538.75
DLINKINDIA,318.75
DMART,3725.7
DMCC,311.5
DNAMEDIA,3.65
DODLA,678.0
DOLATALGO,50.3
DOLLAR,406.7
DOLPHIN,392.85
DONEAR,105.45
DPABHUSHAN,634.6
DPSCLTD,17.0
DPWIRES,673.95
DRCSYSTEMS,41.3
DREAMFOLKS,497.9
DREDGECORP,467.6
DRREDDY,5461.7
DSPBANKETF,44.75
DSPGOLDETF,56.8
DSPITETF,32.46
DSPN50ETF,199.35
DSPNEWETF,239.56
DSPPSBKETF,53.68
DSPPVBKETF,23.1
DSPQ50ETF,191.87
DSPSENXETF,65.63
DSPSILVETF,67.37
DSSL,700.0
DTIL,222.8
DUCON,7.05
DVL,265.8
DWARKESH,102.15
DYCL,454.25
DYNAMATECH,4291.25
DYNPRO,326.15
E2E,421.2
EASEMYTRIP,41.95
EASTSILK,2.1
EBBETF0425,1155.36
EBBETF0430,1301.03
EBBETF0431,1159.79
EBBETF0433,1059.81
ECLERX,1860.8
EDELWEISS,63.0
EDUCOMP,2.45
EICHERMOT,3351.4
EIDPARRY,519.7
EIFFL,142.95
EIHAHOTELS,482.85
EIHOTEL,232.2
EIMCOELECO,876.1
EKC,116.55
ELDEHSG,716.2
ELECON,793.55
ELECTCAST,73.3
ELECTHERM,120.55
ELGIEQUIP,514.9
ELGIRUBCO,52.25
ELIN,175.6
EMAMILTD,534.65
EMAMIPAP,133.25
EMAMIREAL,81.85
EMIL,141.1
EMKAY,85.3
EMMBI,111.25
EMSLIMITED,287.5
EMUDHRA,470.65
ENDURANCE,1576.35
ENERGYDEV,19.85
ENGINERSIN,145.45
ENIL,161.2
EPIGRAL,999.3
EPL,190.4
EQUIPPP,27.95
EQUITASBNK,93.45
ERIS,908.25
EROSMEDIA,18.3
ESABINDIA,4949.1
ESCORTS,3124.65
ESG,32.23
ESSARSHPNG,14.6
ESSENTIA,6.5
ESTER,93.25
ETHOSLTD,1739.15
EVEREADY,382.65
EVERESTIND,1149.2
EXCEL,0.35
EXCELINDUS,878.3
EXIDEIND,260.0
EXPLEOSOL,1363.3
EXXARO,133.05
FACT,532.2
FAIRCHEMOR,1187.05
FAZE3Q,369.6
FCL,316.8
FCONSUMER,0.8
FCSSOFT,2.5
FDC,386.4
FEDERALBNK,150.7
FEL,0.95
FELDVR,5.6
FIBERWEB,32.55
FIEMIND,1798.75
FILATEX,51.95
FINCABLES,1100.35
FINEORG,4865.1
FINOPB,315.8
FINPIPE,228.75
FIVESTAR,713.3
FLEXITUFF,42.4
FLFL,2.7
FLUOROCHEM,2939.3
FMGOETZE,358.35
FMNL,6.0
FOCUS,879.15
FOODSIN,198.6
FORCEMOT,3845.4
FORTIS,339.75
FOSECOIND,3370.25
FRETAIL,3.15
FSC,11.1
FSL,163.85
FUSION,588.2
GABRIEL,330.45
GAEL,351.15
GAIL,124.0
GALAXYSURF,2617.2
GALLANTT,88.6
GANDHITUBE,686.1
GANECOS,967.35
GANESHBE,149.0
GANESHHOUC,440.45
GANGAFORGE,6.4
GANGESSECU,118.8
GANGOTRI,0.9
GARFIBRES,3182.7
GATECH,1.1
GATECHDVR,10.2
GATEWAY,88.45
GATI,152.95
GAYAHWS,0.85
GAYAPROJ,6.35
GEECEE,206.15
GEEKAYWIRE,308.1
GENCON,44.1
GENESYS,355.3
GENSOL,1981.85
GENUSPAPER,22.05
GENUSPOWER,255.25
GEOJITFSL,53.65
GEPIL,166.65
GESHIP,854.55
GET&D,425.8
GFLLIMITED,92.4
GFSTEELS,6.9
GHCL,619.9
GHCLTEXTIL,80.05
GICHSGFIN,222.7
GICRE,223.2
GILLANDERS,101.5
GILLETTE,6112.95
GILT5YBEES,53.06
GINNIFILA,26.65
GIPCL,139.3
GISOLUTION,11.8
GKWLIMITED,981.75
GLAND,1686.1
GLAXO,1570.4
GLENMARK,842.6
GLFL,3.5
GLOBAL,190.0
GLOBALVECT,78.95
GLOBE,5.5
GLOBUSSPR,874.6
GLS,617.25
GMBREW,714.35
GMDCLTD,329.45
GMMPFAUDLR,1859.2
GMRINFRA,59.45
GMRP&UI,34.2
GNA,467.2
GNFC,611.55
GOACARBON,519.75
GOCLCORP,495.5
GOCOLORS,1270.65
GODFRYPHLP,2148.1
GODHA,0.9
GODREJAGRO,487.2
GODREJCP,992.9
GODREJIND,589.95
GODREJPROP,1555.7
GOENKA,0.9
GOKEX,773.85
GOKUL,35.65
GOKULAGRO,115.7
GOLDBEES,48.83
GOLDENTOBC,54.45
GOLDETF,57.2
GOLDIAM,126.5
GOLDSHARE,48.65
GOLDTECH,100.2
GOODLUCK,622.4
GOODYEAR,1326.1
GOYALALUM,10.6
GPIL,630.9
GPPL,124.0
GPTINFRA,95.1
GRANULES,356.35
GRAPHITE,493.6
GRASIM,1921.45
GRAUWEIL,128.7
GRAVITA,883.95
GREAVESCOT,137.8
GREENLAM,411.35
GREENPANEL,377.6
GREENPLY,168.8
GREENPOWER,12.95
GRINDWELL,2085.85
GRINFRA,1200.85
GRMOVER,200.55
GROBTEA,881.8
GRPLTD,4012.0
GRSE,830.0
GRWRHITECH,1472.15
GSEC10YEAR,25.4
GSFC,173.3
GSLSU,184.35
GSPL,284.5
GSS,209.95
GTECJAINX,95.9
GTL,8.45
GTLINFRA,1.05
GTPL,186.0
GUFICBIO,289.75
GUJALKALI,735.85
GUJAPOLLO,216.7
GUJGASLTD,425.15
GUJRAFFIA,35.35
GULFOILLUB,533.45
GULFPETRO,52.4
GULPOLY,225.3
GVKPIL,12.5
GVPTECH,12.55
HAL,1957.05
HAPPSTMNDS,855.95
HARDWYN,38.25
HARIOMPIPE,593.25
HARRMALAYA,163.45
HARSHA,422.5
HATHWAY,20.7
HATSUN,1131.5
HAVELLS,1387.7
HAVISHA,1.8
HBLPOWER,281.15
HBSL,55.85
HCC,28.35
HCG,357.6
HCL-INSYS,16.45
HCLTECH,1238.7
HDFCAMC,2661.05
HDFCBANK,1508.05
HDFCBSE500,27.67
HDFCGOLD,49.91
HDFCGROWTH,98.98
HDFCLIFE,633.55
HDFCLIQUID,999.99
HDFCLOWVOL,150.14
HDFCMID150,152.65
HDFCMOMENT,233.55
HDFCNEXT50,454.87
HDFCNIF100,195.36
HDFCNIFBAN,449.36
HDFCNIFIT,321.68
HDFCNIFTY,213.72
HDFCPVTBAN,232.08
HDFCQUAL,44.21
HDFCSENSEX,724.64
HDFCSILVER,67.53
HDFCSML250,123.43
HDFCVALUE,105.88
HDIL,2.7
HEADSUP,11.85
HEALTHY,9.79
HECPROJECT,45.6
HEG,1734.6
HEIDELBERG,191.65
HEMIPROP,115.3
HERANBA,358.2
HERCULES,317.05
HERITGFOOD,229.3
HEROMOTOCO,3015.6
HESTERBIO,1653.2
HEUBACHIND,439.95
HEXATRADEX,146.35
HFCL,77.5
